created_at,username,text,tweet_id
2025-05-07T16:26:46+00:11,1.51884E+18,"@bennyjohnson Unless you're on the Epstein list, then you'll be given a pass.",1.92018E+18
2025-05-07T15:25:46+00:11,202024758,"@CollinRugg This is great, but seems like a distraction from the Epstein list!",1.92018E+18
2025-05-07T14:24:45+00:11,7.69825E+17,@catturd2 More Epstein slow walking,1.92018E+18
2025-05-07T13:23:45+00:11,1.8497E+18,"@Kevin_Shipp I believe it's time for transparency! These Epstein files should be released, and all names involved should face equal justice. Let the truth be revealed! #Epsteindocs",1.92018E+18
2025-05-07T18:28:50+00:12,736110764,@GuntherEagleman Maybe that’s why it’s been taking so long to release the Epstein files.,1.92018E+18
2025-05-07T17:27:49+00:12,1.90426E+18,92 Trump Pedophile Epstein https://t.co/WfJOzTJnTD,1.92018E+18
2025-05-07T16:26:46+00:12,1.3808E+18,@MAGAVoice Love the tough talk! But will they really go after the big fish on Epstein’s list? Let’s see! 🕵️‍♂️,1.92018E+18
2025-05-07T15:25:46+00:12,246532975,@zsaeed let me guess he’s going to release the Epstein files😂 or the jfk files or he’s going to make mexico pay for the wall,1.92018E+18
2025-05-07T14:24:45+00:12,1.33184E+18,@bennyjohnson Yet you still safeguard Epstein's friends,1.92018E+18
2025-05-07T13:23:45+00:12,1.90426E+18,91 Trump Pedophile Epstein https://t.co/WfJOzTJnTD,1.92018E+18
2025-05-07T18:28:50+00:13,1.56767E+18,"@TriggrhoppyMat @Steve_Beans @bennyjohnson It was released years ago...MAGA just chooses to ignore it or claim it is ""fake"". There was quite literally a  civil suite involving a 13 year old--with Epstein and Cheeto Jesus as codefendants.",1.92018E+18
2025-05-07T17:27:49+00:13,158854872,@Lukewearechange Where are the Epstein files?,1.92018E+18
2025-05-07T16:26:46+00:13,125503538,@Riley_Gaines_ Bondi should have released the Epstein files before 2 consecutive appearances on Fox. Phony.,1.92018E+18
2025-05-07T15:25:46+00:13,1.8497E+18,@Wyatt_Earp_II @EmeraldRobinson @laralogan @krause53391 @GordonJCampbel3 Excited to see Pam Bondi release the first batch of Epstein files! Let's hope this brings justice for all involved. #Epsteinaffair,1.92018E+18
2025-05-07T14:24:45+00:13,1.87513E+18,"@VigilantFox Trump hasn't kept hardly any campaign promises. No Epstein list, no take down of the swamp (instead is filling the swamp with Satanic-jews), he's spending us into oblivion and the massive tariffs will lead to a depression (same as last two times in American history). https://t.co/4QrYiZ9ViY",1.92018E+18
2025-05-07T13:23:45+00:13,1.90426E+18,90 Trump Pedophile Epstein https://t.co/WfJOzTJnTD,1.92018E+18
2025-05-07T18:28:50+00:14,8.3523E+17,"@SteveDanay @scantierrr If Bill Clinton committed any sex crimes while on Epstein's Island, he deserves to go to jail same as anyone else.   We don't know if he did anything on Epstein's Island for sure except be there, but it was still dubious for him to avoid (rather consipucously, might I add)...",1.92018E+18
2025-05-07T17:27:49+00:14,1.84784E+18,@bennyjohnson Why does the world largest rape per capita race get to act like they are “good” dude has yet to release the actual Epstein docs,1.92018E+18
2025-05-07T16:26:46+00:14,1.51741E+18,@wulfette Bondi on Epstein list . Bondi trying to obstruct !,1.92018E+18
